mesto,ocena,ime,kategorija,objave,vpisani,ogledi 
4135,B+,MAX HD,entertainment,177,2.69,220995833
4136,B,PepeProblemas,people,314,2.69,326642741
4137,A-,Maul Ibra,,835,2.69,798491744
4138,B,ON Sport,sports,25369,2.68,479605998
4139,B+,Sara Wijayanto,people,101,2.68,159005432
4140,B,Sam and Nia,people,1853,2.68,1042433326
4141,B,Jonni Valentayn,film,206,2.68,1691757216
4142,B+,Ridddle,education,70,2.68,225069552
4143,B+,Mimi Lissa,entertainment,149,2.68,509822878
4144,B+,Busy Beavers - Kids Learn ABCs 123…,education,648,2.68,2570342889
4145,B+,ND Production,music,121,2.68,310985813
4146,B,Nerdwriter1,entertainment,251,2.68,183834472
4147,B-,OmskoeTV,entertainment,438,2.68,171609921
4148,B+,Rachel Ballinger,comedy,771,2.68,592843600
4149,B+,圧倒的不審者の極み!,tech,64,2.68,398212918
4150,D-,Phim Hay Điện Ảnh,,3811,2.68,1205753958
4151,A-,Junior Squad - Nursery Rhymes &amp; Ki…,,294,2.68,598509226
4152,B,Aprende con EDDIE - El dinosaurio …,entertainment,256,2.68,229723807
4153,B,Bigflo et Oli,music,49,2.68,81419047
4154,A-,ArcadeG,,388,2.68,740729550
4155,A-,スカイピース,people,1279,2.68,1627046498
4156,A,LAY TV,entertainment,171,2.68,1093285098
4157,B+,AldosWorld TV,people,482,2.67,357280878
4158,B,Big Think,education,11166,2.67,324262453
4159,B,55x55,music,52,2.67,300587586
4160,B,A.I.Channel,entertainment,737,2.67,264156112
4161,C-,DISCO MAREK,people,1,2.68,3352960
4162,B+,SofiaS Furlani,people,234,2.67,288485771
4163,A-,Nick Pro,sports,378,2.68,618216715
4164,B,D.K. Inc.,music,12,2.67,103303842
4165,B+,ONE OK ROCK,music,75,2.67,885077379
4166,B+,Удивительные Факты,tech,560,2.67,631060244
4167,B+,Chicas Cosmo,people,3356,2.67,474065529
4168,B+,Макс Ващенко,people,139,2.67,281026994
4169,B+,Garena RoV Thailand,games,1699,2.67,719143228
4170,B+,Jonathan Morrison,tech,1152,2.67,399173519
4171,B+,TroyeSivanVEVO,music,72,2.67,802254985
4172,B,LizzzTV,entertainment,828,2.67,628244176
4173,B,Madeyewlook,entertainment,457,2.67,239341603
4174,B+,GTA Series Videos,games,4751,2.67,1349381237
4175,B,Funk You,entertainment,220,2.67,468368924
4176,B+,ArcadeGaming,entertainment,424,2.67,842654798
4177,B+,Jay Leno's Garage,autos,708,2.67,527352449
4178,B,Joey Graceffa,games,1977,2.67,589322081
4179,A-,Sam el Bombero en Español Latino,film,472,2.67,728447988
4180,B+,Mustafa Hosny,people,5297,2.67,304138012
4181,B,VAST Studio,film,555,2.68,404788110
4182,B-,Mike Posner,music,313,2.67,71962099
4183,B,Tonguç Akademi,education,1764,2.68,454150420
4184,B,MdeMatu,howto,218,2.67,137683541
4185,B+,NerdOut!,music,226,2.66,786263311
4186,A-,DakPlay,games,817,2.66,1439760373
4187,B+,Satisfy Channel,,621,2.66,811117639
4188,B+,list25,education,1739,2.66,683957740
4189,A-,OneTwo,comedy,188,2.66,704464798
4190,B,Danilo Crespo,people,466,2.66,233861262
4191,B+,HaileeSteinfeldVEVO,music,42,2.66,1217237268
4192,B,Gabriel Gomes,comedy,142,2.66,126398215
4193,A-,ILYA STREKAL,autos,273,2.66,364858029
4194,B+,Memo Aponte,people,657,2.66,325474962
4195,B,سنابات المشاهير,entertainment,3769,2.66,901447036
4196,B+,Londokampung,entertainment,238,2.66,219055690
4197,A,AnuelVEVO,music,34,2.66,3430763867
4198,D-,كوكب المعرفة,entertainment,95,2.66,16783406
4199,B+,Sr Pelo,film,156,2.66,447662518
4200,A-,CD Choice,entertainment,1160,2.66,857791291
4201,A-,Banheiristas,sports,556,2.66,430926003
4202,A-,Маша Маева,entertainment,240,2.66,277384314
4203,A-,Swissbeatbox,entertainment,2892,2.66,735076041
4204,B+,PES,film,66,2.66,588567356
4205,B,Priscila Simões,people,804,2.66,144676171
4206,A-,兄者弟者,games,5303,2.66,2676007441
4207,A-,Sherine,music,31,2.66,568177612
4208,B+,FlightReacts,entertainment,1351,2.66,454312783
4209,B,TOMORROW X TOGETHER OFFICIAL,,289,2.66,72087702
4210,B+,RealSHIT,comedy,172,2.66,284688178
4211,B,William Singe,music,98,2.66,492984356
4212,B,Fares Alhumaid - فارس الحم…,sports,65,2.66,124350584
4213,B,GamerZeal,games,3103,2.65,544653692
4214,B+,The Divine Tales,film,358,2.66,309763060
4215,B,Nice Peter,music,103,2.65,1065712169
4216,B+,Nickelback,music,90,2.65,1664994905
4217,B+,Hobby Makan,,716,2.65,289307466
4218,A-,Ani Nurhayani,,425,2.65,228731873
4219,B+,Shirin David,people,65,2.65,309527604
4220,A-,LankyBox,comedy,264,2.65,520168402
4221,A-,ポッキー,games,2512,2.65,2422037546
4222,B+,Тимати,music,500,2.65,1432231958
4223,A-,Saud Brothers,,84,2.65,292043250
4224,B+,Nepeta Страшилки,people,150,2.65,574753536
4225,B+,ShuffleGamer,games,318,2.66,149953778
4226,A-,ALEXITY,people,263,2.65,572065194
4227,A-,"ТО ""Gazgolder""",music,1153,2.65,1599715424
4228,B,Мирби,film,43,2.65,188664905
4229,B+,Kiddyzuzaa - WildBrain,entertainment,448,2.66,2087599105
4230,A-,KidsCamp - Education,education,481,2.65,1524552634
4231,B,SHIFUJI'S MISSION PRAHAR,entertainment,263,2.65,159096758
4232,B,Fezinho Patatyy,music,278,2.65,407819468
4233,A-,Jaaz Multimedia,entertainment,501,2.65,916591852
4234,A-,Dishoom Films,entertainment,462,2.65,539260855
4235,B+,1320video,autos,2052,2.65,1014353370
4236,A-,Super Siah,film,331,2.65,860999247
4237,B,THIRTY SECONDS TO MARS,music,225,2.65,159774317
4238,B-,Fun Kids TV,entertainment,46,2.64,195560841
4239,B-,Toys Show,,13,2.64,223064993
4240,A-,vanzai,people,120,2.64,325627603
4241,B-,Kong Pham,comedy,2,2.64,183319
4242,A,عائلة رياض,,788,2.64,2080945895
4243,B+,rusplaying,film,276,2.64,878245019
4244,A,THVL Phim,film,11889,2.64,2407793315
4245,A,Didi &amp; Friends - Lagu Kanak Kanak,film,537,2.64,1930993845
4246,B+,zefrank1,people,167,2.64,419670588
4247,B,Víctor González,entertainment,66,2.65,72397507
4248,B+,Wiris Viana,,118,2.64,466767047
4249,A,DC Kids,film,952,2.64,2182793914
4250,B+,Jason Mraz,music,79,2.64,1285590479
4251,B,ThiagoBionic,entertainment,966,2.64,282125166
4252,B+,Life of Tom,people,1646,2.64,563378165
4253,B+,Donut Media,autos,604,2.64,440246765
4254,B,PlayOverwatch,games,285,2.64,484760053
4255,B+,maurg1,people,1123,2.64,524293067
4256,A-,ساري جاد GAD TV,people,439,2.64,401413379
4257,A-,MARKO,entertainment,68,2.64,137542880
4258,B+,WildBrain em Português,entertainment,1577,2.64,990464490
4259,B+,قناة الفرقدين الفض…,music,1450,2.64,665062111
4260,B+,Kids TV Español Latino - Cancione…,people,794,2.64,985950627
4261,B+,Heera Gold,music,1689,2.64,473802103
4262,A,Три Кота,film,384,2.63,1798341141
4263,B+,Five Finger Death Punch,music,164,2.63,221216227
4264,B+,Henrique Nemes,people,80,2.63,394492781
4265,A,Nguyễn Hương Ly Official,,56,2.63,439376388
4266,B,BeingIndian,comedy,488,2.63,386201329
4267,B+,TinenQa,games,1112,2.63,596307712
4268,B,ThiagoIUTU,entertainment,25,2.63,174775256
4269,B,Rag'n'Bone Man,music,20,2.63,77963901
4270,B+,TheChacal547,games,325,2.63,78058770
4271,B,Данила Поперечный,comedy,230,2.63,297050249
4272,B+,Madan Gowri,education,825,2.63,339253330
4273,B+,P2istheName,games,413,2.63,388963785
4274,A-,whitneyhoustonVEVO,music,67,2.63,2899885584
4275,B+,Cegou,games,539,2.63,404539300
4276,B+,Delantero09,sports,539,2.63,335203360
4277,B+,حيدر و مريم,,87,2.63,382641348
4278,B+,Life of Boris,howto,204,2.63,317435399
4279,A-,Movieclips Coming Soon,film,23291,2.63,2627634201
4280,B,kipkay,entertainment,414,2.63,702656442
4281,B+,takahashi taiyou,entertainment,1707,2.63,1120752796
4282,B,Patricia Elias,,177,2.63,101548120
4283,A,América Televisión - Novelas,entertainment,9098,2.62,1638710120
4284,D,Luiz1227,games,1,2.62,10392
4285,B+,Паша Пэл,entertainment,92,2.62,222043837
4286,B+,Sabyan Channel,,23,2.62,123976272
4287,B+,Car Throttle,autos,597,2.62,471568575
4288,B+,CMH,entertainment,155,2.62,239510394
4289,A-,Ameli TVIT,entertainment,331,2.62,696358074
4290,B,FUNTASTIC Playhouse,education,148,2.62,864703619
4291,B,Maria Becerra,comedy,114,2.62,240454829
4292,A-,Sarpmitra Akash Jadhav,animals,421,2.62,441108510
4293,A-,Crazy XYZ,entertainment,298,2.63,360356669
4294,A,SBS Drama,entertainment,339825,2.63,2538927806
4295,A-,DokuzSekiz Müzik,music,2306,2.62,3346820260
4296,B,بالمخبة,entertainment,98,2.62,357939127
4297,B,Thoughty2,education,374,2.62,407711021
4298,A-,Robocar POLI TV,film,1577,2.62,2295029257
4299,A-,ZEE5,,7286,2.62,1204469720
4300,B+,Oyun Delisi,games,1561,2.62,921823752
4301,B+,MuuhPro,games,1790,2.62,432005341
4302,B+,ToonToon Juegos,entertainment,298,2.61,499927498
4303,B+,SpaceX,tech,253,2.61,249380258
4304,A,Dangal TV Channel,,515,2.62,820423183
4305,B-,Irmãos Rocha,entertainment,249,2.61,158999565
4306,A-,Troom Troom FR,,944,2.61,954403132
4307,B+,Meet Arnold,,42,2.61,329663031
4308,A,Max and Katy,entertainment,135,2.61,514484713
4309,A-,FOX,entertainment,9664,2.61,2561319703
4310,B+,UrAvgConsumer,tech,801,2.62,314043208
4311,B+,Rabahrex,games,2075,2.61,485058999
4312,B,BeautyExperts,,466,2.61,303836390
4313,B+,Raftaar,music,32,2.61,200910045
4314,B+,YOUNGOHM,music,21,2.62,778480839
4315,A-,FilmiBeat,entertainment,29916,2.61,1114187334
4316,B+,softpomz,comedy,329,2.61,508964282
4317,B,HRC Hogar Natural Fitness,howto,471,2.61,76338071
4318,B,YoTips,howto,183,2.61,160823505
4319,C+,Gjigandet e Vegjel,,6,2.61,27582
4320,B,iBlali,comedy,451,2.61,638618105
4321,A-,YEAH1 MUSIC,music,4148,2.61,2509305301
4322,B-,ANAVITÓRIA,people,26,2.61,99838617
4323,B,mymillionTV,entertainment,455,2.61,2725196369
4324,B,KIDS7,,24,2.61,529752370
4325,B+,Marcos Aba Matemática,education,1936,2.61,213668856
4326,A-,Masha Zoom,,813,2.61,479065090
4327,B+,ИККЕРО,people,106,2.61,465966705
4328,A-,КУКУТИКИ - Детские …,entertainment,238,2.61,2175832677
4329,B-,Turma do Pagode,music,36,2.61,21193578
4330,B,AdelaineMorin,howto,333,2.61,190900595
4331,B+,AssombradO.com.br,entertainment,4140,2.61,490004834
4332,A-,Izabeloi,howto,183,2.61,818785831
4333,B,عالم هبة Hiba,howto,860,2.61,185645353
4334,A-,Alper Rende,entertainment,92,2.61,256567171
4335,B,Anna Akana,comedy,323,2.61,308162388
4336,A-,Cartoon Network Россия,entertainment,1652,2.6,1053146241
4337,B+,Cem Yılmaz,entertainment,367,2.6,945481418
4338,B,Yandere Dev,games,160,2.6,378752338
4339,B,ワタナベマホト,entertainment,792,2.6,1003703150
4340,A-,TV3MALAYSIA Official,entertainment,24162,2.6,1315808336
4341,A-,เอ็มวีดี ซีร…,,176,2.6,415093465
4342,B,Nikita Dragun,howto,93,2.6,161036036
4343,B,Priscilla Alcantara,entertainment,237,2.6,113354817
4344,A-,MBC1,entertainment,8200,2.6,1374492407
4345,B,Pinkstylist,howto,499,2.6,318411629
4346,A-,Nickelodeon Россия,,711,2.6,900215148
4347,A-,Rajshri Tamil,music,4043,2.6,1105027740
4348,B+,Nim C,howto,187,2.6,275300578
4349,C+,Левушка ТВ / Levushka TV,people,5,2.6,4266970
4350,B+,ViruSs,games,2388,2.6,577850583
4351,B+,Hevesh5,entertainment,348,2.6,837329427
4352,A-,Carbon Fiber Music,music,90,2.6,750719349
4353,A-,Капуки Кануки,film,1099,2.6,3536474193
4354,B+,MyPack,people,327,2.6,428689121
4355,B+,Adam LZ,autos,1203,2.6,605080027
4356,A-,marcanthonyVEVO,music,93,2.6,3180612761
4357,B,Canal Incógnita,people,151,2.6,172318543
4358,B+,El Quinto Escalón,music,1489,2.59,498076524
4359,B,Gonzaa Fonseca,entertainment,136,2.59,158519522
4360,B,MOLT,games,2905,2.59,735799890
4361,B,Dama G,people,67,2.59,128930750
4362,B,Minecraft Universe,games,1475,2.59,432252288
4363,B,Dom Tracy,film,493,2.59,329396334
4364,B,Anonymous Official,tech,416,2.59,163066488
4365,B,DashieXP,film,232,2.59,501020870
4366,B-,Team 10,entertainment,124,2.59,99420352
4367,B,Censor,people,1350,2.59,452181563
4368,B+,CartoonHooligans,entertainment,91,2.59,581506435
4369,A-,Planeta Faktów,entertainment,918,2.59,1189549510
4370,B,Los Vlogs de Dross,entertainment,238,2.6,131929866
4371,B+,Nam Việt Music,music,954,2.6,1347432548
4372,B,MasterJi,,252,2.59,107526398
4373,B+,عصومي ووليد - Assomi &amp; W…,entertainment,150,2.59,391863450
4374,D-,Yavuz Selim,entertainment,104,2.59,56183344
4375,B,Sylvia Gani,howto,330,2.59,282859375
4376,B+,BPC Media,,1373,2.59,244278146
4377,A-,Louie The Beagle,animals,298,2.59,633288413
4378,B,Michael Reeves,,41,2.6,101571342
4379,A,腾讯视频,entertainment,13039,2.59,1412951268
4380,B-,Sachin Sahrawat Songs,entertainment,26,2.59,638050
4381,A-,OSR Digital,film,1962,2.6,1059210792
4382,B,وصفات لجمالك,entertainment,3280,2.59,340201556
4383,B,vicentefernandez,music,114,2.58,444931113
4384,B-,RKellyTV,music,35,2.58,12180031
4385,B+,Uras Benlioğlu,entertainment,878,2.58,636612281
4386,B+,Black Sheep,entertainment,614,2.58,390915129
4387,A-,Lime Tube[라임튜브],entertainment,1403,2.58,1788874680
4388,B+,MrStiven Tc,,721,2.58,231975622
4389,B+,Jared Dines,comedy,747,2.58,603657860
4390,B-,التمساح,comedy,149,2.58,305173418
4391,B,Kids' Toys,entertainment,722,2.58,3032914292
4392,B,MoeAndEthan,entertainment,47,2.58,383870559
4393,B,YANDE,entertainment,4,2.59,1634516
4394,A-,Booba - Cartoon for kids,film,132,2.58,1480494274
4395,B+,Mamaefalei,people,844,2.58,311459702
4396,B+,Katy LifeVlog,people,2247,2.58,714857508
4397,B,LlegaExperimentos,entertainment,350,2.58,354512328
4398,D-,Miss Mili,people,8,2.58,23525721
4399,B,MariAndToys,entertainment,767,2.58,938453477
4400,B+,O (sur)real mundo de Any Malu,comedy,88,2.58,192837955
4401,B-,Lucky Surprise ToysReview,entertainment,93,2.58,672854184
4402,B,Cracked,comedy,1717,2.58,878124077
4403,B,Arte e Cia Brasil,people,878,2.58,215388806
4404,A,Bollywood Now,entertainment,25648,2.59,1390759661
4405,B+,سيف SAIIF,people,125,2.58,340061859
4406,B,Canal DVC,comedy,155,2.58,160639293
4407,B+,Disturbed,music,185,2.58,1475359240
4408,B+,Roni Ficher,education,113,2.58,127298957
4409,B,ALN1001,autos,1244,2.57,217268434
4410,D-,Story Network,entertainment,88,2.57,153185249
4411,B-,AKN Kids House,entertainment,128,2.57,106830266
4412,B+,Mac Lethal,music,145,2.57,245835028
4413,B+,two sisters tube,people,300,2.57,326404841
4414,B,StudioFalcony,comedy,1163,2.57,370168024
4415,B,SuperEvgexa,games,2762,2.57,526387457
4416,A-,PPTV HD 36,entertainment,44692,2.57,863981282
4417,B+,Anomaly,games,411,2.58,697138074
4418,A-,Phim Hài - Bình Minh Film,comedy,343,2.57,1355868598
4419,B,Saudi Gamer - سعودي جيمر,games,317,2.57,211677384
4420,B,OfficialNerdCubed,games,2740,2.57,1259338435
4421,B+,riserecords,music,4011,2.57,1933734176
4422,B+,We Are The Davises,entertainment,1062,2.57,1059059496
4423,A-,ميلاد يوسف Milad youssef,people,1526,2.57,2343180850
4424,B,Jair Bolsonaro,news,1642,2.57,119008112
4425,A-,Gudang Tutorial,education,832,2.56,748968878
4426,A-,Geetha Arts,entertainment,1808,2.56,1326856062
4427,B,DIPT,people,215,2.56,449188832
4428,B,Mau y Ricky,entertainment,35,2.56,19275676
4429,B+,360Jeezy,howto,880,2.56,367427473
4430,A-,Ẩm Thực Tam Mao,entertainment,232,2.56,631931933
4431,A-,SeseGel,games,1718,2.56,1064827447
4432,B+,Luna,games,1013,2.56,666499772
4433,B,Banda Los Recoditos,entertainment,421,2.56,25833353
4434,A,Polimer News,news,106110,2.57,1293498817
4435,A-,Andymation,film,62,2.56,316368889
4436,A-,CAguileraVEVO,music,71,2.56,2478705682
4437,B-,Liam Payne Official,people,6,2.56,1498226
4438,A-,Backdoor - Humor por donde no lo E…,,55,2.56,126886603
4439,B+,تفسير الاحلام,,533,2.56,224590043
4440,A-,Attessia TV,entertainment,11397,2.56,1256367365
4441,A-,Pascu y Rodri,music,155,2.57,335631463
4442,B+,Lyna Vlogs,comedy,136,2.56,265509217
4443,B,MasterOv Gaming,games,1703,2.56,768127401
4444,B,Te Digo Cómo,howto,292,2.56,273456093
4445,B+,Spookiz - Cartoons for Everyone,film,782,2.56,1161031660
4446,A-,Mac Miller,music,159,2.56,1601233915
4447,A-,PinkyPopTOY,,569,2.56,756763677
4448,B,Juguetes Toys,entertainment,1368,2.56,1151573493
4449,B,WhiteBoy7thst,games,3174,2.56,720102473
4450,D-,Nerdologia,tech,515,2.56,249718084
4451,B+,Future Media Vietnam,,60,2.55,611235400
4452,D-,Kid Toy Media,entertainment,139,2.55,757752314
4453,B+,TvCostaGold,music,115,2.55,594874503
4454,A-,Standart Skill,games,1429,2.55,902435732
4455,B,Simplynessa15,people,827,2.55,255635847
4456,B,Myrkott,film,264,2.55,511587506
4457,A-,BeastBoyShub,games,565,2.55,576678947
4459,B+,Jaze Cinema,games,415,2.55,480601452
4460,B+,Kamykazeplay,games,2125,2.55,434060529
4461,B+,Cook With Parul,,907,2.55,354540459
4462,A-,MarcoASolisVEVO,music,71,2.55,1916464723
4463,B+,FlareTV,,17,2.55,487489168
4464,B,MayconLorenz,games,1389,2.55,241725498
4465,B+,Gharelu Ayurved,howto,280,2.55,205033047
4466,B+,THIS IS L&amp;S,people,336,2.55,329368739
4467,B+,Rozzah,entertainment,135,2.55,131802460
4468,A-,Total Gaming,games,561,2.56,161843988
4469,B+,Fizzy Fun Kids,people,472,2.55,1953870516
4470,B+,Artkala,howto,1121,2.55,433998412
4471,D-,Vasya - Nursery Rhymes &amp; Kids Songs,,58,2.54,421706131
4472,B+,Baraka lBaraka,comedy,143,2.54,857210010
4473,B,Secretos de la Vida,howto,121,2.54,130934543
4474,A-,FRAN,entertainment,2234,2.54,835100595
4475,B,Satisfying Slime ASMR,people,186,2.54,32484715
4476,B+,ProGamingStudioHD ヅ,games,324,2.54,604123079
4477,B,nickatnyte,games,2680,2.54,876164277
4478,B,ТилльНяшка,howto,332,2.53,311606763
4479,A-,Giọng Ca Để Đời,,1628,2.54,1596415813
4480,B,JMX,games,1627,2.54,733238866
4481,B+,Riya Films,music,5617,2.54,861574485
4482,B+,Kitchen with Amna,howto,843,2.54,289619153
4483,B+,Unisys Music,music,656,2.54,757375018
4484,B+,TomoNews US,entertainment,15732,2.54,909685248
4485,A-,きまぐれクックKimagure Cook,entertainment,416,2.54,738501375
4486,A-,Omar &amp; Hana - Lagu Kanak-Kanak Isl…,film,248,2.55,1073874670
4487,B,Joelma e 3 vidas,,40,2.54,493093418
4488,B+,Sorriso Maroto,music,442,2.54,855357240
4489,B+,GAURAVZONE,entertainment,416,2.54,272458527
4490,A-,Examपुर,education,9957,2.54,255953304
4491,B+,Sketch,games,1154,2.54,545091580
4492,B,Hindi Health Education,education,225,2.54,36945129
4493,B,Zendaya,entertainment,149,2.54,96167571
4494,B,Little Star Stop Motion,entertainment,2288,2.54,975429277
4496,B+,Mehrban Ali,people,1047,2.54,413089924
4497,B,Fábrica de Monstros,sports,446,2.54,213926120
4498,B+,Jack Doherty,entertainment,421,2.54,340365804
4499,B,The Master Invenções,howto,368,2.53,230377502
4500,B,Rachel and Jun,people,271,2.53,299000878
4501,B,MissRemiAshten,entertainment,324,2.53,208703684
4502,A-,imrankhanworld,music,31,2.54,678961159
4503,A-,EthanGamer,games,926,2.53,1710733992
4504,B+,CD CHOICE Drama,entertainment,897,2.53,547288660
4505,B+,lozaus1,film,112,2.53,1273281165
4506,B+,जोश Talks,people,241,2.53,124451087
4507,A,With Kids[위드키즈],entertainment,606,2.53,883293568
